Fecha;Llamadas_Predecidas;Llamadas_Recibidas;Es_Cyber;;;;;;;;;;;;;;;;;
21-11-2024;2670;2363;NO;;;;;;;;;;;;;;;;;
22-11-2024;2544;2482;NO;;;;;;;;;;;;;;;;;
23-11-2024;1642;1298;NO;;;;;;;;;;;;;;;;;
24-11-2024;878;471;NO;;;;;;;;;;;;;;;;;
25-11-2024;3119;2467;NO;;;;;;;;;;;;;;;;;
26-11-2024;2741;2247;NO;;;;;;;;;;;;;;;;;
27-11-2024;3405;2227;NO;;;;;;;;;;;;;;;;;
28-11-2024;3378;3283;NO;;;;;;;;;;;;;;;;;
29-11-2024;4904;4357;SI;;;;;;;;;;;;;;;;;
30-11-2024;2631;2928;SI;;;;;;;;;;;;;;;;;
01-12-2024;946;996;SI;;;;;;;;;;;;;;;;;
02-12-2024;4307;4813;SI;;;;;;;;;;;;;;;;;
03-12-2024;4145;3737;NO;;;;;;;;;;;;;;;;;
04-12-2024;3802;3613;NO;;;;;;;;;;;;;;;;;
05-12-2024;3327;3598;NO;;;;;;;;;;;;;;;;;
06-12-2024;2468;2951;NO;;;;;;;;;;;;;;;;;
07-12-2024;1596;1532;NO;;;;;;;;;;;;;;;;;
08-12-2024;835;665;NO;;;;;;;;;;;;;;;;;
09-12-2024;3756;3473;NO;;;;;;;;;;;;;;;;;
10-12-2024;3380;2992;NO;;;;;;;;;;;;;;;;;
11-12-2024;3215;2830;NO;;;;;;;;;;;;;;;;;
12-12-2024;2905;2711;NO;;;;;;;;;;;;;;;;;
13-12-2024;2468;2573;NO;;;;;;;;;;;;;;;;;
14-12-2024;1796;1486;NO;;;;;;;;;;;;;;;;;
15-12-2024;716;628;NO;;;;;;;;;;;;;;;;;
16-12-2024;4019;2996;NO;;;;;;;;;;;;;;;;;
17-12-2024;3579;2589;NO;;;;;;;;;;;;;;;;;
18-12-2024;3215;2654;NO;;;;;;;;;;;;;;;;;
19-12-2024;3248;2730;NO;;;;;;;;;;;;;;;;;
20-12-2024;2865;2619;NO;;;;;;;;;;;;;;;;;
21-12-2024;1590;1632;NO;;;;;;;;;;;;;;;;;
22-12-2024;616;857;NO;;;;;;;;;;;;;;;;;
23-12-2024;3902;2941;NO;;;;;;;;;;;;;;;;;
24-12-2024;3579;1967;NO;;;;;;;;;;;;;;;;;
25-12-2024;0;;NO;;;;;;;;;;;;;;;;;
26-12-2024;3334;2842;NO;;;;;;;;;;;;;;;;;
27-12-2024;2544;2559;NO;;;;;;;;;;;;;;;;;
28-12-2024;1668;1573;NO;;;;;;;;;;;;;;;;;
29-12-2024;623;613;NO;;;;;;;;;;;;;;;;;
30-12-2024;3456;3343;NO;;;;;;;;;;;;;;;;;
31-12-2024;2450;1575;NO;;;;;;;;;;;;;;;;;
01-01-2025;;;NO;;;;;;;;;;;;;;;;;
02-01-2025;3211;4465;NO;;;;;;;;;;;;;;;;;
03-01-2025;3171;4045;NO;;;;;;;;;;;;;;;;;
04-01-2025;1503;1832;NO;;;;;;;;;;;;;;;;;
05-01-2025;724;786;NO;;;;;;;;;;;;;;;;;
06-01-2025;4076;4244;NO;;;;;;;;;;;;;;;;;
07-01-2025;3622;3409;NO;;;;;;;;;;;;;;;;;
08-01-2025;2853;3384;NO;;;;;;;;;;;;;;;;;
09-01-2025;2510;2887;NO;;;;;;;;;;;;;;;;;
10-01-2025;2128;2762;NO;;;;;;;;;;;;;;;;;
11-01-2025;1161;1308;NO;;;;;;;;;;;;;;;;;
12-01-2025;724;1019;NO;;;;;;;;;;;;;;;;;
13-01-2025;2915;3065;NO;;;;;;;;;;;;;;;;;
14-01-2025;2384;2944;NO;;;;;;;;;;;;;;;;;
15-01-2025;2234;3160;NO;;;;;;;;;;;;;;;;;
16-01-2025;2742;2844;NO;;;;;;;;;;;;;;;;;
17-01-2025;2394;2982;NO;;;;;;;;;;;;;;;;;
18-01-2025;1089;1389;NO;;;;;;;;;;;;;;;;;
19-01-2025;724;509;NO;;;;;;;;;;;;;;;;;
20-01-2025;3622;3151;NO;;;;;;;;;;;;;;;;;
21-01-2025;3216;2960;NO;;;;;;;;;;;;;;;;;
22-01-2025;2603;2829;NO;;;;;;;;;;;;;;;;;
23-01-2025;2494;3100;NO;;;;;;;;;;;;;;;;;
24-01-2025;2354;2965;NO;;;;;;;;;;;;;;;;;
25-01-2025;1363;1408;NO;;;;;;;;;;;;;;;;;
26-01-2025;537;612;NO;;;;;;;;;;;;;;;;;
27-01-2025;4170;3048;NO;;;;;;;;;;;;;;;;;
28-01-2025;3346;2750;NO;;;;;;;;;;;;;;;;;
29-01-2025;3839;2946;NO;;;;;;;;;;;;;;;;;
30-01-2025;2742;3159;NO;;;;;;;;;;;;;;;;;
31-01-2025;2394;4688;NO;;;;;;;;;;;;;;;;;
01-02-2025;1566;2104;NO;;;;;;;;;;;;;;;;;
02-02-2025;574;752;NO;;;;;;;;;;;;;;;;;
03-02-2025;3945;3984;NO;;;;;;;;;;;;;;;;;
04-02-2025;3338;3531;NO;;;;;;;;;;;;;;;;;
05-02-2025;3147;4429;NO;;;;;;;;;;;;;;;;;
06-02-2025;2769;3319;NO;;;;;;;;;;;;;;;;;
07-02-2025;2452;3116;NO;;;;;;;;;;;;;;;;;
08-02-2025;1244;1521;NO;;;;;;;;;;;;;;;;;
09-02-2025;463;563;NO;;;;;;;;;;;;;;;;;
10-02-2025;3351;3360;NO;;;;;;;;;;;;;;;;;
11-02-2025;2581;2856;NO;;;;;;;;;;;;;;;;;
12-02-2025;2346;2861;NO;;;;;;;;;;;;;;;;;
13-02-2025;2487;2749;NO;;;;;;;;;;;;;;;;;
14-02-2025;2375;2349;NO;;;;;;;;;;;;;;;;;
15-02-2025;1151;1128;NO;;;;;;;;;;;;;;;;;
16-02-2025;466;561;NO;;;;;;;;;;;;;;;;;
17-02-2025;4021;2814;NO;;;;;;;;;;;;;;;;;
18-02-2025;2599;2540;NO;;;;;;;;;;;;;;;;;
19-02-2025;2476;2559;NO;;;;;;;;;;;;;;;;;
20-02-2025;2292;2632;NO;;;;;;;;;;;;;;;;;
21-02-2025;2333;2429;NO;;;;;;;;;;;;;;;;;
22-02-2025;1164;1179;NO;;;;;;;;;;;;;;;;;
23-02-2025;523;643;NO;;;;;;;;;;;;;;;;;
24-02-2025;4021;2766;NO;;;;;;;;;;;;;;;;;
25-02-2025;3351;1652;NO;;;;;;;;;;;;;;;;;
26-02-2025;3351;3582;NO;;;;;;;;;;;;;;;;;
27-02-2025;3448;3129;NO;;;;;;;;;;;;;;;;;
28-02-2025;3227;3747;NO;;;;;;;;;;;;;;;;;
01-03-2025;1327;1998;NO;;;;;;;;;;;;;;;;;
02-03-2025;653;953;NO;;;;;;;;;;;;;;;;;
03-03-2025;4652;4220;NO;;;;;;;;;;;;;;;;;
04-03-2025;4453;3727;NO;;;;;;;;;;;;;;;;;
05-03-2025;3820;3528;NO;;;;;;;;;;;;;;;;;
06-03-2025;3738;3085;NO;;;;;;;;;;;;;;;;;
07-03-2025;3687;2804;NO;;;;;;;;;;;;;;;;;
08-03-2025;1708;1404;NO;;;;;;;;;;;;;;;;;
09-03-2025;660;667;NO;;;;;;;;;;;;;;;;;
10-03-2025;3925;3184;NO;;;;;;;;;;;;;;;;;
11-03-2025;3703;3137;NO;;;;;;;;;;;;;;;;;
12-03-2025;2981;2737;NO;;;;;;;;;;;;;;;;;
13-03-2025;3084;2505;NO;;;;;;;;;;;;;;;;;
14-03-2025;3273;2327;NO;;;;;;;;;;;;;;;;;
15-03-2025;1752;1242;NO;;;;;;;;;;;;;;;;;
16-03-2025;705;650;NO;;;;;;;;;;;;;;;;;
17-03-2025;3421;2594;NO;;;;;;;;;;;;;;;;;
18-03-2025;3312;2573;NO;;;;;;;;;;;;;;;;;
19-03-2025;2789;2408;NO;;;;;;;;;;;;;;;;;
20-03-2025;2800;2406;NO;;;;;;;;;;;;;;;;;
21-03-2025;2865;2549;NO;;;;;;;;;;;;;;;;;
22-03-2025;1416;1426;NO;;;;;;;;;;;;;;;;;
23-03-2025;603;731;NO;;;;;;;;;;;;;;;;;
24-03-2025;3694;2872;NO;;;;;;;;;;;;;;;;;
25-03-2025;3783;2836;NO;;;;;;;;;;;;;;;;;
26-03-2025;3754;2812;NO;;;;;;;;;;;;;;;;;
27-03-2025;3701;2989;NO;;;;;;;;;;;;;;;;;
28-03-2025;3826;3067;NO;;;;;;;;;;;;;;;;;
29-03-2025;1356;1990;NO;;;;;;;;;;;;;;;;;
30-03-2025;660;987;NO;;;;;;;;;;;;;;;;;
31-03-2025;4116;4767;NO;;;;;;;;;;;;;;;;;
